idx: 1079	0.317	0.315	0.322	0.954
idx: 1083	0.311	0.342	0.336	0.989
idx: 1084	0.308	0.328	0.337	0.973
idx: 1085	0.326	0.330	0.336	0.992
idx: 1086	0.319	0.311	0.318	0.948
idx: 1088	0.325	0.319	0.327	0.971
idx: 1091	0.307	0.331	0.346	0.985
idx: 1099	0.319	0.304	0.316	0.939
idx: 1101	0.321	0.319	0.325	0.965
idx: 1103	0.322	0.321	0.331	0.973
idx: 1105	0.325	0.316	0.326	0.967
idx: 1108	0.302	0.321	0.338	0.961
idx: 1110	0.317	0.329	0.330	0.977
idx: 1119	0.325	0.303	0.325	0.954
idx: 1120	0.333	0.324	0.340	0.997
idx: 1121	0.321	0.321	0.329	0.971
idx: 1123	0.303	0.334	0.329	0.966
idx: 1124	0.339	0.314	0.326	0.979
idx: 1127	0.329	0.314	0.333	0.976
idx: 1130	0.322	0.331	0.336	0.989
idx: 1133	0.322	0.329	0.337	0.988
idx: 1135	0.335	0.313	0.322	0.970
idx: 1137	0.322	0.316	0.335	0.972
idx: 1138	0.317	0.331	0.329	0.977
idx: 1140	0.304	0.319	0.331	0.955
idx: 1143	0.299	0.333	0.339	0.971
idx: 1145	0.325	0.326	0.329	0.980
idx: 1146	0.333	0.329	0.335	0.997
idx: 1147	0.314	0.310	0.324	0.948
idx: 1149	0.312	0.308	0.324	0.944
idx: 1152	0.336	0.324	0.336	0.996
idx: 1156	0.332	0.320	0.329	0.982
idx: 1157	0.323	0.320	0.342	0.986
idx: 1158	0.347	0.307	0.326	0.981
idx: 1159	0.330	0.326	0.333	0.989
idx: 1162	0.300	0.301	0.319	0.920
idx: 1163	0.308	0.324	0.338	0.969
idx: 1164	0.333	0.321	0.329	0.983
idx: 1166	0.329	0.307	0.325	0.961
idx: 1173	0.308	0.328	0.347	0.983
idx: 1175	0.308	0.320	0.331	0.959
idx: 1184	0.329	0.318	0.331	0.978
idx: 1185	0.325	0.332	0.343	1.000
idx: 1189	0.321	0.301	0.317	0.939
idx: 1195	0.313	0.305	0.326	0.944
idx: 1200	0.331	0.318	0.334	0.982
idx: 1201	0.344	0.317	0.335	0.996
idx: 1202	0.357	0.308	0.321	0.986
idx: 1205	0.318	0.330	0.338	0.987
idx: 1206	0.322	0.328	0.346	0.996
idx: 1209	0.354	0.316	0.328	0.998
idx: 1210	0.324	0.318	0.333	0.975
idx: 1211	0.338	0.316	0.327	0.981
idx: 1213	0.311	0.309	0.321	0.941
idx: 1227	0.340	0.304	0.311	0.955
idx: 1228	0.326	0.309	0.322	0.957
idx: 1235	0.323	0.310	0.325	0.958
idx: 1236	0.318	0.324	0.333	0.975
idx: 1249	0.311	0.333	0.324	0.969
idx: 1251	0.304	0.335	0.344	0.983
idx: 1253	0.326	0.317	0.323	0.966
idx: 1255	0.318	0.303	0.312	0.934
idx: 1258	0.337	0.315	0.329	0.981
idx: 1265	0.309	0.302	0.318	0.929
idx: 1269	0.319	0.304	0.311	0.934
idx: 1273	0.319	0.317	0.333	0.969
idx: 1276	0.344	0.316	0.337	0.997
idx: 1277	0.325	0.325	0.335	0.985
idx: 1278	0.327	0.313	0.324	0.963
idx: 1280	0.326	0.318	0.328	0.972
idx: 1283	0.316	0.317	0.318	0.950
idx: 1284	0.326	0.328	0.339	0.992
idx: 1288	0.321	0.322	0.334	0.977
idx: 1289	0.329	0.329	0.341	0.999
idx: 1291	0.315	0.328	0.334	0.977
idx: 1292	0.326	0.312	0.318	0.957
idx: 1295	0.317	0.316	0.329	0.963
idx: 1300	0.338	0.313	0.328	0.978
idx: 1306	0.315	0.300	0.323	0.938
idx: 1309	0.310	0.336	0.346	0.991
idx: 1310	0.311	0.325	0.343	0.979
idx: 1311	0.336	0.310	0.333	0.979
idx: 1313	0.330	0.330	0.330	0.990
idx: 1316	0.327	0.309	0.328	0.963
idx: 1324	0.337	0.302	0.318	0.958
idx: 1325	0.326	0.321	0.327	0.975
idx: 1327	0.324	0.326	0.349	0.999
idx: 1328	0.321	0.319	0.340	0.981
idx: 1341	0.332	0.299	0.319	0.951
idx: 1342	0.324	0.297	0.312	0.933
idx: 1344	0.329	0.310	0.331	0.971
idx: 1347	0.312	0.324	0.339	0.975
idx: 1349	0.350	0.318	0.327	0.996
idx: 1352	0.327	0.324	0.338	0.989
idx: 1353	0.329	0.311	0.329	0.969
idx: 1356	0.342	0.313	0.329	0.984
idx: 1363	0.325	0.321	0.326	0.973
idx: 1370	0.325	0.313	0.327	0.965
idx: 1379	0.307	0.309	0.323	0.938
idx: 1380	0.321	0.321	0.328	0.970
idx: 1382	0.335	0.305	0.317	0.958
idx: 1384	0.327	0.320	0.326	0.973
idx: 1386	0.315	0.330	0.334	0.979
idx: 1388	0.307	0.320	0.328	0.956
idx: 1391	0.309	0.332	0.343	0.984
idx: 1393	0.334	0.296	0.309	0.939
idx: 1395	0.340	0.318	0.320	0.979
idx: 1398	0.333	0.331	0.333	0.997
idx: 1399	0.334	0.331	0.333	0.998
idx: 1402	0.320	0.323	0.326	0.968
idx: 1407	0.308	0.309	0.317	0.935
idx: 1408	0.326	0.331	0.328	0.985
idx: 1409	0.331	0.318	0.332	0.981
idx: 1410	0.321	0.317	0.327	0.965
idx: 1411	0.322	0.321	0.345	0.987
idx: 1413	0.327	0.330	0.332	0.989
idx: 1414	0.320	0.329	0.332	0.981
idx: 1416	0.310	0.320	0.326	0.956
idx: 1426	0.319	0.329	0.342	0.990
idx: 1433	0.307	0.327	0.336	0.970
idx: 1441	0.339	0.321	0.338	0.999
idx: 1442	0.331	0.315	0.323	0.969
idx: 1444	0.311	0.330	0.328	0.969
idx: 1445	0.335	0.307	0.330	0.973
idx: 1447	0.326	0.314	0.326	0.965
idx: 1452	0.327	0.324	0.335	0.987
idx: 1454	0.321	0.310	0.333	0.964
idx: 1455	0.322	0.307	0.323	0.953
idx: 1462	0.326	0.313	0.324	0.963
idx: 1467	0.332	0.324	0.333	0.989
idx: 1474	0.323	0.321	0.336	0.980
idx: 1475	0.312	0.343	0.342	0.997
idx: 1483	0.331	0.326	0.340	0.997
idx: 1484	0.323	0.330	0.334	0.987
idx: 1489	0.332	0.325	0.340	0.997
idx: 1490	0.322	0.315	0.319	0.956
idx: 1491	0.340	0.308	0.327	0.975
idx: 1495	0.313	0.337	0.336	0.985
idx: 1496	0.340	0.310	0.328	0.978
idx: 1497	0.324	0.338	0.334	0.997
idx: 1505	0.325	0.322	0.323	0.971
idx: 1508	0.320	0.334	0.346	0.999
idx: 1509	0.333	0.325	0.332	0.990
idx: 1513	0.314	0.335	0.328	0.976
idx: 1518	0.326	0.325	0.348	1.000
idx: 1521	0.300	0.341	0.343	0.983
idx: 1523	0.326	0.313	0.331	0.969
idx: 1528	0.321	0.328	0.330	0.979
idx: 1535	0.331	0.322	0.333	0.986
idx: 1537	0.322	0.301	0.307	0.931
idx: 1538	0.303	0.339	0.333	0.975
idx: 1541	0.328	0.327	0.336	0.992
idx: 1546	0.326	0.320	0.334	0.980
idx: 1548	0.322	0.307	0.327	0.956
idx: 1549	0.336	0.308	0.323	0.967
idx: 1554	0.316	0.324	0.331	0.971
idx: 1555	0.321	0.319	0.337	0.977
idx: 1556	0.310	0.332	0.330	0.972
idx: 1566	0.319	0.331	0.330	0.980
idx: 1569	0.322	0.326	0.336	0.984
idx: 1579	0.316	0.322	0.328	0.966
idx: 1584	0.328	0.302	0.314	0.944
idx: 1585	0.325	0.302	0.315	0.941
idx: 1592	0.333	0.319	0.334	0.987
idx: 1593	0.311	0.325	0.324	0.960
idx: 1597	0.323	0.307	0.316	0.945
idx: 1598	0.326	0.323	0.334	0.982
idx: 1600	0.315	0.324	0.337	0.977
idx: 1604	0.305	0.335	0.346	0.986
idx: 1606	0.325	0.322	0.333	0.980
idx: 1611	0.318	0.314	0.323	0.955
idx: 1612	0.314	0.317	0.330	0.961
idx: 1614	0.336	0.317	0.328	0.981
idx: 1617	0.312	0.329	0.337	0.978
idx: 1618	0.326	0.324	0.336	0.986
idx: 1621	0.312	0.335	0.336	0.984
idx: 1626	0.308	0.318	0.322	0.949
idx: 1627	0.305	0.311	0.314	0.930
idx: 1630	0.347	0.307	0.325	0.978
idx: 1633	0.329	0.317	0.331	0.976
idx: 1644	0.329	0.320	0.335	0.984
idx: 1645	0.341	0.323	0.327	0.991
idx: 1646	0.315	0.303	0.311	0.929
idx: 1649	0.324	0.332	0.340	0.997
idx: 1650	0.310	0.323	0.332	0.966
idx: 1651	0.341	0.315	0.339	0.996
idx: 1653	0.324	0.328	0.339	0.991
idx: 1656	0.340	0.306	0.326	0.972
idx: 1658	0.329	0.301	0.321	0.950
idx: 1661	0.313	0.323	0.327	0.963
idx: 1664	0.315	0.333	0.348	0.996
idx: 1666	0.333	0.308	0.326	0.967
idx: 1668	0.344	0.311	0.322	0.977
idx: 1669	0.322	0.326	0.329	0.977
idx: 1670	0.310	0.336	0.342	0.989
idx: 1673	0.347	0.319	0.332	0.999
idx: 1674	0.318	0.321	0.330	0.969
idx: 1678	0.333	0.307	0.324	0.964
idx: 1682	0.333	0.303	0.326	0.963
idx: 1686	0.321	0.317	0.342	0.980
idx: 1688	0.327	0.321	0.332	0.979
idx: 1690	0.319	0.331	0.334	0.984
idx: 1695	0.317	0.340	0.338	0.996
idx: 1696	0.321	0.328	0.330	0.979
idx: 1698	0.334	0.317	0.337	0.988
idx: 1699	0.338	0.315	0.337	0.990
idx: 1701	0.334	0.318	0.332	0.984
idx: 1708	0.320	0.320	0.325	0.965
idx: 1711	0.302	0.312	0.335	0.949
idx: 1712	0.333	0.318	0.335	0.987
idx: 1713	0.322	0.326	0.341	0.990
idx: 1714	0.303	0.332	0.340	0.975
idx: 1718	0.316	0.336	0.340	0.992
idx: 1721	0.322	0.335	0.327	0.983
idx: 1727	0.317	0.334	0.347	0.999
idx: 1728	0.302	0.312	0.315	0.928
idx: 1729	0.334	0.312	0.329	0.975
idx: 1735	0.307	0.323	0.332	0.962
idx: 1737	0.317	0.314	0.330	0.960
idx: 1739	0.318	0.329	0.333	0.980
idx: 1741	0.329	0.324	0.333	0.986
idx: 1743	0.305	0.316	0.323	0.944
idx: 1744	0.327	0.317	0.330	0.974
idx: 1745	0.315	0.338	0.347	0.999
idx: 1749	0.342	0.312	0.333	0.987
idx: 1751	0.332	0.318	0.338	0.988
idx: 1754	0.333	0.315	0.337	0.985
idx: 1757	0.325	0.332	0.344	1.000
idx: 1759	0.318	0.323	0.339	0.980
idx: 1761	0.325	0.324	0.347	0.996
idx: 1764	0.312	0.317	0.332	0.960
idx: 1767	0.307	0.319	0.331	0.957
idx: 1768	0.304	0.312	0.324	0.940
idx: 1771	0.304	0.320	0.323	0.947
idx: 1774	0.306	0.316	0.335	0.956
idx: 1780	0.341	0.331	0.328	1.000
idx: 1781	0.312	0.324	0.330	0.966
idx: 1782	0.309	0.332	0.333	0.973
idx: 1784	0.316	0.337	0.340	0.994
idx: 1793	0.325	0.301	0.323	0.948
idx: 1794	0.322	0.332	0.326	0.980
idx: 1796	0.322	0.342	0.334	0.998
idx: 1800	0.316	0.320	0.322	0.958
idx: 1801	0.322	0.334	0.333	0.989
idx: 1804	0.321	0.323	0.330	0.974
idx: 1805	0.318	0.325	0.327	0.970
idx: 1807	0.333	0.326	0.338	0.996
idx: 1808	0.314	0.322	0.324	0.961
idx: 1810	0.354	0.309	0.325	0.988
idx: 1813	0.320	0.299	0.315	0.935
idx: 1817	0.321	0.323	0.338	0.983
idx: 1820	0.320	0.333	0.334	0.987
idx: 1825	0.319	0.310	0.327	0.957
idx: 1827	0.315	0.317	0.323	0.955
idx: 1833	0.308	0.320	0.322	0.950
idx: 1835	0.335	0.318	0.331	0.984
idx: 1836	0.340	0.311	0.325	0.975
idx: 1838	0.318	0.327	0.333	0.978
idx: 1839	0.339	0.313	0.328	0.980
idx: 1840	0.323	0.310	0.333	0.966
idx: 1849	0.333	0.321	0.329	0.983
idx: 1851	0.318	0.328	0.337	0.983
idx: 1855	0.322	0.326	0.351	1.000
idx: 1857	0.340	0.321	0.333	0.994
idx: 1858	0.341	0.304	0.325	0.970
idx: 1862	0.325	0.324	0.323	0.972
idx: 1866	0.319	0.323	0.334	0.975
idx: 1868	0.324	0.326	0.336	0.986
idx: 1871	0.319	0.334	0.339	0.992
idx: 1872	0.350	0.312	0.331	0.993
