0.330,0.330,0.500,0.330,0.330,0.500,0.330,0.330,0.500,0.330,0.330,0.500,0.330,0.330,0.500,0.330,0.330,0.500,1.049
0.330,0.330,0.500,0.351,0.347,0.500,0.330,0.330,0.500,0.351,0.347,0.500,0.330,0.330,0.500,0.351,0.351,0.500,1.030
0.345,0.340,0.500,0.348,0.342,0.500,0.345,0.340,0.500,0.348,0.342,0.500,0.345,0.345,0.500,0.348,0.348,0.500,1.038
0.348,0.342,0.500,0.347,0.341,0.500,0.348,0.342,0.500,0.347,0.341,0.500,0.348,0.348,0.500,0.347,0.347,0.500,1.035
0.347,0.341,0.500,0.347,0.342,0.500,0.347,0.341,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.342,0.500,0.347,0.347,0.500,0.347,0.347,0.500,1.036
